,created_at,original,translated
140,2020-10-02,🔹HOY gran Caminata y Encuentro de la Juventud junto a nuestros hermanos Andrónico Rodríguez y #EvaCopa,
141,2020-10-02,"En Quillacollo junto a nuestro binomio Lucho Arce y David Choquehuanca ✊🏽
#Cochabamba 
#SomosMillones",
142,2020-10-02,¡Somos Quillacollo! ✊🏽,
143,2020-10-02,"¡En vivo desde Punata! ✊🏽
Nuestro binomio Lucho Arce y David Choquehuanca en la Perla del Valle. 
#SomosCochabamba
#SomosMAS",
144,2020-10-02,"¡En vivo desde El Alto! ✊🏽
Desde el Distrito 8, junto a nuestros hermanos Andrónico Rodríguez y #EvaCopa",
145,2020-10-02,"Continuamos desde la Perla del Valle ✊🏽
Se dirige a Punata nuestro candidato a la presidencia Lucho Arce.",
146,2020-10-02,Lamentamos comunicar el triste fallecimiento de la hermana de nuestro compañero y hermano Diego Pary Rodríguez. Nos unimos al dolor que lo embarga a él y a toda su familia.,We regret to announce the death sad sister of our friend and brother Diego Pary Rodriguez. We join the pain that overwhelms him and his family.
147,2020-10-03,"Hoy, gran debate nacional ✊🏽",
148,2020-10-03,"La Justicia de Bolivia levantó el secreto militar y la Comisión que investiga las 32 muertes ocurridas en las represiones de Senkata, Sacaba y Yapacaní indagará a las Fuerzas Armadas para conocer su responsabilidad en los trágicos hechos.","Justice of Bolivia raised the military secrecy and the commission investigating the 32 deaths in the repressions of Senkata, Sacaba and Yapacaní will investigate the armed forces to meet their responsibility in the tragic events."
149,2020-10-03,"🎵La Paz siempre con el MAS ✊🏽
Gran caminata por los distritos 6 y 7 de la ciudad de La Paz y gran concentración en Villa Copacabana. #SomosMillones #SomosMAS",
150,2020-10-03,"El candidato a presidente por el MAS, Lucho Arce, presentó los tres pilares de su propuesta de gobierno: reconstrucción económica, salud y educación. En lo que refiere a la salud, una de las prioridades será el combate contra el coronavirus, en el cual el actual gobierno transitorio ha tenido un desempeño ineficiente.","The presidential candidate for MAS, Lucho Arce, presented the three pillars of its government proposal: economic reconstruction, health and education. As regards health, a priority will be the fight against coronavirus, in which the current transitional government has been inefficient performance."
151,2020-10-03,"🎶El cielo cada vez MAS azul ✊🏽
Gran Concentración en el Mercado Campesino Santa Rosa de la ciudad de El Alto, recibe a nuestro candidato David Choquehuanca.",
152,2020-10-03,"¡Estamos En Vivo! 
Desde el Instituto Tecnológico de San Roque en el #Distrito7, junto a nuestro hermano Andrónico Rodríguez y #EvaCopa.","We are live!
From the Instituto Tecnologico de San Roque at # Distrito7, together with our brother Andronicus Rodriguez and #EvaCopa."
153,2020-10-03,"Esta noche todxs con Lucho Arce ✊🏽
#YoLucho
#DebatePresidencial",
154,2020-10-03,"Esta noche todxs con Lucho Arce ✊🏽
#YoLucho
#DebatePresidencial",
155,2020-10-03,#LuchoPresidente ✊🏽,
156,2020-10-03,¡Lucho ganó el Debate! ✊🏽,
157,2020-10-03,"""Gracias a mi hija e hijos por acompañarme al #DebatePresidencial, ustedes son mi fortaleza. Gracias a quienes nos siguieron y apoyaron desde sus hogares. Felicidades a FAM BOLIVIA , Confederación Universitaria Boliviana y a los medios de comunicación que generaron este espacio. Comprometidos con #Bolivia, con diálogo y con propuestas, #VamosASalirAdelante"".
Lucho Arce","""Thanks to my daughter and sons for joining to the #DebatePresidencial, you are my strength. Thanks to those who followed us and supported from their homes. Congratulations to FAM BOLIVIA, Confederation College Boliviana and the media that generated this space. Committed # Bolivia, with dialogue and proposals, #VamosASalirAdelante "".
Lucho Arce"
158,2020-10-04,"El binomio del Movimiento Al Socialismo (MAS), Lucho Arce - David Choquehuanca, sostuvo un conversatorio con los representantes de las provincias de Cochabamba con el objetivo de lograr propuestas destinadas a fortalecer la producción agrícola de esa región y consolidar la seguridad alimentaria que fue olvidada por el actual gobierno transitorio.","The binomial movement Socialism (MAS), Lucho Arce - David Choquehuanca, held a discussion with representatives of the provinces of Cochabamba with the goal of proposals aimed at strengthening agricultural production in the region and strengthen food security was forgotten by the current transitional government."
159,2020-10-04,Nuestro candidato a senador Andrónico Rodríguez visitó a nuestrxs hermanxs canillitas de la ciudad de La Paz. ✊🏽,
160,2020-10-04,"📢🗞️Extra... Extra... Volverá la Estabilidad ✊🏽
Nuestros hermanxs Canillitas de la ciudad de La Paz respaldan el retorno de la estabilidad económica, política y social. Agradecen a Andrónico Rodríguez por visitarles y acordarse.",
161,2020-10-04,Nos solidaridarizamos con nuestro compañero Luis Adolfo Flores y toda su familia por la triste pérdida de su hermano Edgar Flores Roberts. Nuestro apoyo en estos difíciles momentos.,Solidaridarizamos us with our colleague Luis Adolfo Flores and his family for the sad loss of his brother Edgar Flores Roberts. Our support at this difficult time.
162,2020-10-04,"🎵MAS... MAS... MAS... ✊🏽
Desde el Mar Mediterráneo, nuestrxs hermanxs  en Barcelona expresan su respaldo a nuestro binomio Lucho Arce y David Choquehuanca",
163,2020-10-04,#SomosCultura #SomosMAS,#SomosCultura #SomosMAS
164,2020-10-05,"Bolivia elegirá a su nuevo gobierno el 18 de octubre. Por ello “urgimos al gobierno de facto de Bolivia poner fin a toda persecución política, condición ineludible para la realización de elecciones libres, transparentes y democráticas”. Así se pronunciaron recientemente en Ginebra, Suiza, seis organismos nacionales e internacionales de DDHH en el Debate General del 45° periodo de sesiones del Consejo de Derechos Humanos de la Organización de las Naciones Unidas (ONU).","Bolivia elect a new government on 18 October. Therefore ""we urge the de facto government of Bolivia to end all political persecution, inescapable condition for the holding of free, transparent and democratic elections."" And six national and international human rights organizations in the General Debate of the 45th session of the Human Rights Council of the United Nations Organization (UN) recently spoke in Geneva, Switzerland."
165,2020-10-05,Conferencia de Prensa de nuestro Binomio Lucho Arce y David Choquehuanca en Rurrenabaque ✊🏽,
166,2020-10-05,"¡Estamos en Vivo! 
Gran Caminata acompaña a nuestro binomio Lucho Arce y David Choquehuanca en Rurrenabaque ✊🏽",
167,2020-10-05,Continuamos con la Gran Caminata que acompaña a nuestro binomio Lucho Arce y David Choquehuanca en Rurrenabaque ✊🏽,
168,2020-10-05,Nunca podrán borrar la memoria del Pueblo,They can never erase the memory of the People
169,2020-10-05,Conferencia de nuestros candidatos Lucho Arce y David Choquehuanca en Trinidad ✊🏽,
170,2020-10-05,Somos Trinidad ✊🏽,
171,2020-10-05,La Sala Constitucional Segunda del Tribunal de Justicia de La Paz rechazó este lunes (5/10) en audiencia la acción de cumplimiento presentada por la senadora Carmen Eva Gonzáles para que el Tribunal Supremo Electoral (TSE) suspenda la personalidad jurídica del Movimiento Al Socialismo (MAS) y de esa manera no participe de las elecciones generales del 18 de octubre.,The Constitutional Chamber II of the Court of Justice of La Paz rejected on Monday (5/10) in hearing the enforcement action filed by Senator Carmen Eva Gonzales for the Supreme Electoral Tribunal (TSE) suspend the legal personality of the Movement to Socialism ( MAS) and thus not part of the general elections on October 18.
172,2020-10-05,"Sector de mototaxistas dan su respaldo a nuestro instrumento ✊🏽
#SomosMillones
#SomosMAS
#VamosASalirAdelante",
173,2020-10-06,"Sustitución de importaciones, renegociación de la deuda e impuesto a las grandes fortunas, fueron algunas de las ideas principales con las que el candidato a la presidencia por el Movimiento Al Socialismo, Lucho Arce, marcó la diferencia en el programa denominado “Hablemos del futuro económico de Bolivia”.","Import substitution, debt renegotiation and tax on large fortunes, were some of the main ideas that the presidential candidate for the Movement to Socialism, Lucho Arce, made the difference in the program called ""Let's talk about the economic future from Bolivia""."
174,2020-10-06,"¡Gran Caravana en Riberalta! ✊🏽
Nuestro binomio Lucho Arce y David Choquehuanca, participa de la gran caravana de Riberalta.",
175,2020-10-06,Somos Riberalta ✊🏽,
176,2020-10-06,"#Cobija #Pando 
En conferencia de prensa nuestros candidatos, Lucho Arce y David Choquehuanca, dan a conocer a la población pandina el plan de gobierno para enfrentar la crisis económica y social que vive #Bolivia.","#Cobija #Pando
At a press conference our candidates, Lucho Arce and David Choquehuanca, disclose to the public pandina the government plan to address the economic and social crisis in #Bolivia."
177,2020-10-06,"Nuestro binomio candidato en reunión con estudiantes de la Universidad Amazónica de Pando - UAP, conversando sobre nuestras propuestas para la juventud. Con la fuerza de nuestros jóvenes #VamosASalirAdelante","Our binomial candidate meeting with students of the Amazonian University of Pando - UAP, discussing our proposals for youth. With the strength of our young #VamosASalirAdelante"
178,2020-10-06,"Alertamos a la Comunidad Internacional sobre los riesgos que enfrenta la recuperación de la democracia en el Estado Plurinacional de #Bolivia, por lo cual les solicitamos su apoyo y observación activa durante la campaña electoral, la jornada del 18 de octubre y los días posteriores a las #Elecciones2020.","We alert the international community about the risks facing the recovery of democracy in the Plurinational State of #Bolivia, so we ask your support and active observation during the election campaign, the day on October 18 and the days following the # Elecciones2020."
179,2020-10-06,"Inicia, desde el barrio Las Arenas, gran caravana que acompaña Lucho Arce y David Choquehuanca. ¡Rumbo a la victoria del 18 de  octubre!","Start from the neighborhood of Las Arenas, large caravan accompanying Lucho Arce and David Choquehuanca. To victory in the October 18!"
180,2020-10-06,"¡Estamos en vivo desde #Cobija!
Con el apoyo de la población venceremos.","We are live from #Cobija!
With the support of the population Venceremos."
181,2020-10-06,"El pueblo #Cobija la victoria de Octubre ✊🏽
Gran caravana hermanas y hermanos pandinos. #SomosPueblo #SomosMAS",
182,2020-10-07,"El gobierno nacional de Argentina aprobó el protocolo de medidas de seguridad sanitaria para que las y los residentes bolivianos en dicho país puedan participar en las elecciones generales del 18 de octubre. En la provincia de Salta, límite con Bolivia, se estima que serán alrededor de 30 mil personas las que podrán acceder al voto.","Argentina's national government approved the protocol of security measures and health so that Bolivians living in that country can participate in the general elections on October 18. In the province of Salta, bordering Bolivia, it is estimated to be around 30 thousand people who can access the vote."
183,2020-10-07,Nuestro binomio Lucho Arce y David Choquehuanca se reúne con Organizaciones campesinas indígena originarias del departamento de Pando.,Our duo Lucho Arce and David Choquehuanca met with peasant indigenous organizations originating in the department of Pando.
184,2020-10-07,"Carta al candidato a presidente de Estados Unidos, U.S. Senator Bernie Sanders, conmovidos por su preocupación ante la falta de responsabilidad y transparencia de la Organización de los Estados Americanos (OEA) y el rol que desempeñó en las elecciones nacionales de Bolivia en octubre de 2019.","Letter to the candidate for president of the United States, U.S. Senator Bernie Sanders, touched by his concern at the lack of accountability and transparency of the Organization of American States (OAS) and the role it played in the national elections in Bolivia in October 2019."
185,2020-10-08,"El Blog de las Américas publicó detalles sobre las operaciones de una firma de relaciones públicas estadounidense llamada CLS Strategies, que realizó en forma digital campañas de desinformación en América Latina y maniobras de interferencia electoral.","The Blog of the Americas published details of the operations of a US public relations firm called CLS Strategies, which conducted in digital form disinformation campaigns in Latin America and electoral maneuvers interference."
186,2020-10-08,Carta de nuestro candidato a la presidencia Lucho Arce al pueblo boliviano.,Letter from our presidential candidate Lucho Arce to the Bolivian people.
187,2020-10-08,"La Organización de las Naciones Unidas (ONU), la Unión Europea (UE) y la Iglesia Católica difundieron un documento que firmaron en conjunto y que titularon “Por unas elecciones en paz”, donde hicieron un llamado para el cese de los actos violentos que grupos irregulares perpetran en el marco de la campaña política para las elecciones del próximo 18 de octubre en Bolivia, comicios que significarán la vuelta de un gobierno votado por el pueblo.","The United Nations (UN), European Union (EU) and the Catholic Church released a document signed jointly and titled ""For an election in peace"", where they made a call for the cessation of violent acts irregular groups perpetrate within the framework of the political campaign for elections on 18 October in Bolivia, elections will mean the return of a government by the people voted."
188,2020-10-08,"El Grupo de Puebla confirma la participación de una delegación de facilitación democrática que acompañará las próximas elecciones de Bolivia, el 18 de octubre.",Puebla Group confirms the participation of a delegation of democratic facilitation that will accompany the forthcoming elections in Bolivia on 18 October.
189,2020-10-08,Caranavi recibe a nuestro candidato a la presidencia Lucho Arce ✊🏽,
190,2020-10-08,"Somos Yungas ✊🏽
#SomosMAS",
191,2020-10-08,"La victoria será del Pueblo ✊🏽
#SomosCaranavi 
#SomosYungas
#SomosMAS
#VamosARecuperarLaDemocracia",
192,2020-10-08,"Nuestro candidato Lucho Arce llega a Palos Blancos ✊🏽
#SomosYungas
#SomosMAS
#VamosASalirAdelante",
193,2020-10-08,"Palos Blancos recibe a Lucho Arce con una gran concentración✊🏽
Valorable el esfuerzo de nuestras hermanas y hermanos de Sud Yungas y nuestro candidato presidencial que cumple una agenda con poco descanso. #FuerzaLucho #VamosARecuperarLaDemocracia",
194,2020-10-09,"Lucho Arce, candidato a presidente por el Movimiento Al Socialismo (MAS), presentó el eje educativo de su plan de gobierno, con miras a las elecciones del 18 de octubre. La educación se ha visto profundamente afectada por la cuarentena y las medidas erráticas del gobierno transitorio.","Lucho Arce, presidential candidate for the Movement to Socialism (MAS), presented the educational centerpiece of his plan of government, with a view to the elections on 18 October. Education has been deeply affected by the quarantine and erratic measures the transitional government."
195,2020-10-09,"Lucho Arce alertó a la ONU sobre riesgos que enfrenta la recuperación de la democracia en Bolivia y reiteró el llamado de apoyo y observación activa durante la campaña electoral, la jornada del 18 de octubre y los días posteriores a la elección.","Lucho Arce warned the UN risks facing the recovery of democracy in Bolivia and reiterated the call for support and active observation during the election campaign, the day on 18 October and the days after the election."
196,2020-10-09,"Tractorazo en San Julián ✊🏽
La mejor caravana que verás hoy 🎶🚜🇪🇪",
197,2020-10-09,"Nuestro candidato Lucho Arce llega a Coroico ✊🏽
#SomosYungas
#SomosMAS
#VamosARecuperarLaDemocracia",
198,2020-10-09,Coroico proclama a nuestro candidato a la presidencia Lucho Arce ✊🏽,
199,2020-10-09,Lucho Arce se dirige a Coroico ✊🏽,
200,2020-10-09,"En la Isla Peñón Blanco ✊🏽
Nuestro candidato a la vicepresidencia David Choquehuanca en el lago sagrado. 
#SomosCultura
#SomosIdentidad
#LagoTiticaca 
#VamosARecuperarLaDemocracia",
201,2020-10-09,Hoy #Bolivia necesita un nuevo despegue económico. ¡Lucho Arce está listo para lograrlo una vez más! #VamosASalirAdelante,#Bolivia today needs a new economic takeoff. I fight Arce is ready to do this again! #We will move forward
202,2020-10-09,"🎶Que lindo se ve Coroico, bajando del Sacramento 🌴🥁 ✊🏽
#SomosCoroico
#SomosMAS
#VamosARecuperarLaDemocracia",
203,2020-10-09,Irupana presenta a Lucho Arce como candidato presidencial del Pueblo ✊🏽,
204,2020-10-09,"Somos Yungas, Somos MAS ✊🏽",
205,2020-10-09,"Somos Bolivia ✊🏿✊🏾✊🏽
#SomosYungas
#SomosMillones
#SomosMAS",
206,2020-10-09,Nuestro candidato a la vicepresidencia David Choquehuanca en #Bolivisión ✊🏽,
207,2020-10-10,"Yo Lucho por Bolivia ✊🏽
#RecuperamosLaDemocracia
#VamosASalirAdelante",
208,2020-10-10,"Nuestro candidato Lucho Arce en el Mercado Lanza de la ciudad de #LaPaz ✊🏽
#VamosARecuperarLaDemocracia",
209,2020-10-10,"El relanzamiento del Centro Internacional de la Quinua (CIQ), que nació en julio de 2016 con el impulso de siete países (Argentina, Bolivia, Colombia, Chile, Ecuador, Perú y Venezuela), con sede en Oruro, será una de las tareas del MAS-IPSP en el próximo gobierno, tras las elecciones del 18 de octubre, afirmó el candidato a la vicepresidencia por ese partido, David Choquehuanca.","The relaunch of the International Center of Quinoa (CIQ), born in July 2016 with momentum from seven countries (Argentina, Bolivia, Colombia, Chile, Ecuador, Peru and Venezuela), based in Oruro, will be one of the tasks MAS-IPSP of the next government after elections on October 18, said the vice presidential candidate for the party, David Choquehuanca."
210,2020-10-10,"Nuestro candidato Lucho Arce buen jugador de básquet 🏀 ✊🏽
El deporte es fundamental para la salud del ser humano.",
211,2020-10-10,Nuestro candidato a vicepresidente David Choquehuanca en el municipio de Sacaca ✊🏽,
212,2020-10-10,"El candidato presidencial del Movimiento Al Socialismo-Instrumento Político por la Soberanía de los Pueblos (MAS-IPSP), Lucho Arce, anunció hoy en el mercado de Lanza que el próximo lunes (12/10) presentará una querella penal ante la Fiscalía Departamental de La Paz contra quienes lo acusaron de corrupción sin pruebas, implicando incluso a su familia, como parte de una estrategia “mezquina y vil” de la derecha ante la falta de propuestas electorales.","The presidential candidate of the Movement to Socialism-Political Instrument for the Sovereignty of the Peoples (MAS-IPSP), Lucho Arce, today announced the market launch next Monday (12/10) presented a criminal complaint to the Departmental Prosecutor Peace against those who accused him of corruption without proof, involving even his family, as part of a strategy ""petty and vile"" right in the absence of electoral proposals."
213,2020-10-11,"Respaldo contundente de Sacaca en Potosí ✊🏽
#SomosMillones
#SomosMAS
#VamosARecuperarLaDemocracia",
214,2020-10-11,"El candidato a presidente de Bolivia en las elecciones del próximo 18 de octubre por el MAS-IPSP, Lucho Arce, y el presidente de Argentina, Alberto Fernández, acordaron la provisión de la vacuna contra el coronavirus para el pueblo boliviano.","The candidate for president of Bolivia in elections on 18 October by the MAS-IPSP, Lucho Arce, and the president of Argentina, Alberto Fernandez, agreed to the provision of coronavirus vaccine for the Bolivian people."
215,2020-10-11,Estamos #envivo desde la Feria 16 de Julio junto a nuestro candidato Lucho Arce ✊🏽,
216,2020-10-11,Nuestro candidato Lucho Arce comparte con nuestras hermanas que venden chicharrón en la feria 16 de Julio.,Our candidate Lucho Arce share with our sisters who sell pork rinds at the fair on July 16.
217,2020-10-11,Lucho Arce comparte con nuestras hermanas en la Feria 16 de julio.,Lucho Arce share with our sisters in the Fair on July 16.
218,2020-10-11,Nuestro candidato Lucho Arce en la valerosa ciudad de El Alto ✊🏽,
219,2020-10-11,"Jallalla Hermanas ✊🏽
En el Día de la Mujer Boliviana, destacamos el rol de las warmis en la lucha por la recuperación de la democracia y de la Patria.",
220,2020-10-11,"Gran Caminata bajo la lluvia en Callapa ✊🏽
#SomosMillones
#SomosMAS",
221,2020-10-11,Gran concentración en Callapa recibe a nuestro candidato Lucho Arce ✊🏽,
222,2020-10-11,"Hermanxs de la colectividad boliviana en Villa Celina (Buenos Aires), realizan cierre de campaña en apoyo al Movimiento Al Socialismo. ✊🏽",
223,2020-10-11,"La localidad de Santa Fe de Yapacaní expresa su respaldo 🇪🇪 ✊🏽
Gran concentración de nuestras hermanas y hermanos recibieron a David Choquehuanca, nuestro candidato a la vicepresidencia.
#SomosSantaCruz
#SomosMillones
#SomosMAS",
224,2020-10-11,"Somos Santa Cruz ✊🏽🇪🇪
Enorme respaldo del municipio de San Carlos. El próximo domingo recuperaremos la Democracia. 
#SomosMillones
#SomosMAS
#VamosARecuperarLaDemocracia",
225,2020-10-11,"Personalidades de Canadá y organizaciones internacionales pidieron al gobierno de ese país interceda ante la  Organización de las Naciones Unidas (ONU), la Organización de Estados Americanos (OEA), la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (Acnudh) y ante la Comisión Interamericana de Derechos Humanos (CIDH) para que en Bolivia se lleven a cabo elecciones limpias, sin violencia y cuyos resultados sean respetados por la administración transitoria de la presidenta Jeanine Áñez.","People from Canada and international organizations called on the government of that intercedes country to the United Nations (UN), the Organization of American States (OAS), the Office of the High Commissioner of the United Nations for Human Rights (OHCHR) and before the Inter-American Commission on Human Rights (CIDH) in Bolivia to carry out fair elections without violence and whose results are respected by the transitional administration of president Jeanine Áñez."
226,2020-10-12,"El presidente de la Confederación Nacional de la Micro y Pequeña Empresa (Conamype), Agustín Mamani, aseguró que sólo el 1% de las empresas de su sector accede a los muy promocionados créditos oficiales, porque los requisitos son “inaccesibles” y denuncia que al gobierno sólo le interesa apoyar a las empresas medianas y grandes.","The president of the National Confederation of Micro and Small Enterprises (Conamype), Agustín Mamani said that only 1% of companies in the access sector highly touted government loans, because the requirements are ""inaccessible"" and denounces that the government is only interested in supporting medium and large enterprises."
227,2020-10-12,Denunciamos la detención de una de nuestras candidatas en Santa Cruz.,We denounce the arrest of one of our candidates in Santa Cruz.
228,2020-10-12,"Estamos en vivo desde Caracollo ✊🏽
#SomosMAS
#VamosARecuperarLaDemocracia",
229,2020-10-12,"Estamos en la grandiosa ciudad de Oruro ✊🏽
#EncuentroCultural
#DíaDeLaDescolonización",
230,2020-10-12,Encuentro Cultural en Oruro ✊🏽,
231,2020-10-12,"La vocera política del Movimiento Al Socialismo (MAS), Marianela Paco, denunció este lunes (12/10) ante la comunidad internacional y el pueblo boliviano que está en curso un segundo golpe a la democracia por la ausencia total de transparencia en el conteo rápido de votos del Tribunal Supremo Electoral (TSE), el retorno de los veedores de la OEA, la declaratoria de toque de queda por seis días y la custodia de las actas por parte de militares y policías que participaron en golpe del año pasado.","Political spokeswoman movement Socialism (MAS), Marianela Paco, denounced on Monday (12/10) to the international community and the Bolivian people that is ongoing a second blow to democracy by the total lack of transparency in counting fast vote of the Supreme Electoral Tribunal (TSE), the return of observers from the OAS, the declaration of a curfew for six days and custody of the records by military and police officers involved in coup last year."
232,2020-10-12,"🎶 A someternos, nunca más ✊🏽
#DíaDeLaDescolonización
#SomosMillones 
#VamosARecuperarLaDemocracia",
233,2020-10-12,"🎶Desde Posokoni, Lucho y David ✊🏽
Nuestros hermanos de Huanuni cantan cóndorcito dedicado a nuestro binomio.
#SomosCultura
#SomosIdentidad
#SomosBolivia 
#SomosMAS",
234,2020-10-12,"Estamos en la Caminata de Challapata que acompaña a nuestro Binomio ✊🏽
#SomosMillones
#SomosMAS",
235,2020-10-12,Nuestro binomio participa de una mesa en ofrenda a la Pachamama ✋🏽🤚🏽,
236,2020-10-12,Masiva concentración en Challapata para proclamar a nuestro binomio ✊🏽🇪🇪,
237,2020-10-13,"Venimos de la misma raíz ✊🏽
#SomosPueblo
#SomosMAS
#VamosASalirAdelante",
238,2020-10-13,"Buenos días hermanxs ✊🏽
Sigamos trabajando fuerte y de manera militante en la campaña, para consolidar nuestra victoria el próximo 18 de octubre.
#VamosARecuperarLaDemocracia
#VamosASalirAdelante
#SomosMillones
#SomosMAS",
239,2020-10-13,"Entre la crisis mundial por la pandemia y la crisis local, producto de la pésima gestión del gobierno transitorio, la sociedad boliviana necesita una intervención urgente de buenas políticas públicas. Lucho Arce, candidato a Presidente por el Movimiento Al Socialismo, impulsa estos seis puntos como parte del programa con el que se pondrá nuevamente en marcha la economía boliviana.","Among the global crisis by the pandemic and local crisis, resulting from the mismanagement of the transitional government, Bolivian society needs an urgent intervention of good public policy. Lucho Arce, presidential candidate for the Movement to Socialism, drives these six points as part of the program that the Bolivian economy will be back on track."
240,2020-10-13,"Estamos en Cochabamba ✊🏽
#EstadioDeSacaba #SomosMillones #SomosMAS",
241,2020-10-13,Lucho Arce en el cierre de campaña en Cochabamba ✊🏽,
242,2020-10-13,"El candidato presidencial del MAS-IPSP, Lucho Arce, observó que, cinco días de las elecciones generales, el presidente del Tribunal Supremo Electoral (TSE), Salvador Romero, no respondió sobre la transparencia del proceso electoral, en un informe oral brindado a la Comisión de Constitución de la Cámara de Diputados.","The presidential candidate of the MAS-IPSP, Lucho Arce, noted that five days before the general elections, the president of the Supreme Electoral Tribunal (TSE), Salvador Romero, did not respond on the transparency of the electoral process in an oral report given to the Constitutional Commission of the Chamber of Deputies."
243,2020-10-13,"Somos Cultura, Somos Bolivia ✊🏽
#SomosMillones
#SomosMAS
#CierreDeCampañaCochabamba",
244,2020-10-13,"MASivo cierre de campaña en Cochabamba ✊🏽
#SomosMillones
#SomosMAS
#VamosARecuperarLaDemocracia",
245,2020-10-13,"🎶Por nuestra Patria lucharemos ✊🏽
Otra gran composición para nuestro binomio de cara a las elecciones del 18 de octubre. 
#SomosArte
#SomosMAS",
246,2020-10-13,Votaremos para recuperar la estabilidad económica en favor de todas y todos ✊🏽,
247,2020-10-13,"¡Vamos Bolivia! ✋🏽🤚🏽
#VamosASalirAdelante",
248,2020-10-13,"Cierre de Campaña en Santa Cruz ✊🏽
#SomosMillones #SomosMAS",
249,2020-10-13,"Gran Cierre de Campaña en Santa Cruz ✊🏽
#SomosMillones #SomosMAS #VamosASalirAdelante",
250,2020-10-13,"Somos Mayoría ✊🏽
#SomosMillones #SomosMAS",
251,2020-10-13,"Abarrotado cierre de campaña en Santa Cruz ✊🏽
#SomosMillones #SomosMAS #VamosASalirAdelante",
252,2020-10-14,"“Las culturas son el alma de nuestro Estado Plurinacional”, dijo Lucho Arce cuando se supo que el gobierno transitorio de Jeanine Áñez suprimió el Ministerio de Culturas. La producción, la circulación y el disfrute de la cultura tienen un lugar fundamental en la plataforma del candidato a Presidente del MAS-IPSP, cuyo primer paso es el restablecimiento del Ministerio.","""Cultures are the lifeblood of our state plurinational"" said Lucho Arce when it emerged that the transitional government Jeanine Áñez abolished the Ministry of Culture. Production, circulation and enjoyment of culture have a central place on the platform of the candidate for President of the MAS-IPSP, the first step is the restoration of the Ministry."
253,2020-10-14,"El Movimiento Al Socialismo (MAS), como el partido político más grande de Bolivia, tiene su propio sistema de conteo de votos que funcionará el día de las elecciones y permitirá conocer con precisión los resultados casi de manera inmediata al conteo de votos.","Movement to Socialism (MAS), as the largest political party in Bolivia, has its own system of counting votes that will work on election day and let you know accurately the results almost immediately to the vote count."
254,2020-10-14,"🎶 Con Lucho y David, el pueblo unido está ✊🏽
#VamosARecuperarLaDemocracia",
255,2020-10-14,"Juventudes del MAS cierran campaña con limpieza del Río Guadalquivir en Tarija ✊🏽
#SomosMillones
#SomosMAS
#VamosASalirAdelante",
256,2020-10-14,"¡GRAN CIERRE DE CAMPAÑA NACIONAL!
#HOY Todas y todos a la ciudad de El Alto para este día HISTÓRICO. 
#VamosARecuperarLaDemocracia
#SomosMillones
#SomosMAS","GREAT NATIONAL CAMPAIGN CLOSING!
#HOY Each and every city of El Alto for this historic day.
#VamosARecuperarLaDemocracia
#SomosMillones
#We are more"
257,2020-10-14,"¡Será el cierre MAS grande de la Historia! ✊🏽
Aún no comienza, y el pueblo continúa llegando al Gran Cierre de Campaña Nacional. Estamos en la Av. 16 de Julio de la ciudad de El Alto. ¡Qué no falte nadie hermanxs! 🇪🇪
#GranCierreDeCampaña #MASIPSP",
258,2020-10-14,"¡Vamos a recuperar la Democracia! ✊🏽
Estamos en la ciudad de El Alto, en la Av. 16 de julio. #GranCierreDeCampaña #MASIPSP",
259,2020-10-14,"¡Compartamos nuestro Gran Cierre de Campaña Nacional!
#Bolivia #GranCierreDeCampañaNacional","Let us share our Great National Campaign Closing!
#Bolivia # GranCierreDeCampañaNacional"
260,2020-10-14,"¡Somos tradición, somos identidad! ✊🏽
#GranCierreDeCampaña #MASIPSP",
261,2020-10-14,"¡Hasta la Victoria! ✊🏽
#GranCierreDeCampaña #MASIPSP #Bolivia",
262,2020-10-14,"¡Somos Bolivia, somos MAS! ✊🏽
#GranCierreDeCampañaNacional #MASIPSP",
263,2020-10-14,"La Dirección Nacional del Movimiento Al Socialismo – Instrumento Político por la Soberanía de los Pueblos (MAS-IPSP) solicitó al Tribunal Supremo Electoral (TSE), con carácter de urgencia, información real y documentada que acredite la transparencia del proceso electoral que se llevará a cabo el domingo 18 de octubre próximo.","National Directorate of the Movement to Socialism - Political Instrument for the Sovereignty of the Peoples (MAS-IPSP) requested the Supreme Electoral Tribunal (TSE), urgent, real and documented information that proves the transparency of the electoral process that will take held on Sunday 18 October."
264,2020-10-14,Enviamos una nota al #TSE pidiendo que se presenten los documentos que acreditan la transparencia del  proceso electoral. El MAS-IPSP no cesará en exigir respeto al voto del pueblo boliviano.,We sent a note to the #TSE asking that documents proving the transparency of the electoral process are presented. MAS-IPSP will not cease in respect require the vote of the Bolivian people.
265,2020-10-14,"¡Estamos en vivo desde El Alto! ✊🏽
MAS... MAS... MAS...
#SomosMillones #SomosBolivia #SomosMAS",
266,2020-10-14,"¡El domingo recuperaremos la Patria! ✊🏽
#GranCierreDeCampaña #MASIPSP #Bolivia",
267,2020-10-14,"¡El 18 haremos respetar el voto popular! 
#GranCierreDeCampaña #MASIPSP #Bolivia","The 18 will respect the popular vote!
# GranCierreDeCampaña #MASIPSP #Bolivia"
